address,phone,price,store,title,url
"Dee Road, Richmond",020 8033 5521,"£525,000 ",Chase Buchanan - Richmond,2 bedroom apartment for sale,https://www.onthemarket.com/details/10503178/
"Parkshot, Richmond",020 8033 5521,"£1,000,000 ",Chase Buchanan - Richmond,2 bedroom apartment for sale,https://www.onthemarket.com/details/10503177/
"Brendon Road, Eltham",01322 584817,"£550,000 ",Anthony Martin Estate Agents - Bexley,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10503174/
"Hampden Road, London",020 8115 0431,"£355,000 ",Capital Homes - Haringey,1 bedroom flat for sale,https://www.onthemarket.com/details/10503170/
"Russell Avenue, London",020 8115 0431,"£699,995 ",Capital Homes - Haringey,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10503168/
"Bramley Road, London",01582 955758,"£340,000 ",Benjamin Stevens Estate Agents - Luton,Studio for sale,https://www.onthemarket.com/details/10309249/
"Douglas Close, Stanmore",020 8128 4415,"£435,000 ",Stones Residential - Stanmore,2 bedroom flat for sale,https://www.onthemarket.com/details/10302167/
"Uxbridge Road, Harrow",020 8128 4415,"£375,000 ",Stones Residential - Stanmore,1 bedroom apartment for sale,https://www.onthemarket.com/details/10503135/
"8 Stanmore Hill, Stanmore",020 8128 4415,"£290,000 ",Stones Residential - Stanmore,1 bedroom flat for sale,https://www.onthemarket.com/details/10308287/
"Gordon Avenue, Stanmore",020 8128 4415,"£479,950 ",Stones Residential - Stanmore,2 bedroom flat for sale,https://www.onthemarket.com/details/10429860/
Stanmore Place,020 8128 4415,"£350,000 ",Stones Residential - Stanmore,1 bedroom apartment for sale,https://www.onthemarket.com/details/10503125/
"Courtyard, Greenwich Square, 1-3 Lambarde Square, Greenwich, London, SE10",020 8022 6373,"£399,000 ","Savills - Canary Wharf, Residential Development Sales",1 bedroom apartment for sale,https://www.onthemarket.com/details/10503102/
"Bickenhall Street, London",020 8115 0824,"£2,900,000 ",Hyde Park Agencies - Queensway,4 bedroom flat for sale,https://www.onthemarket.com/details/10503089/
"Portman Gate, 106 Lisson Grove, London, NW1",020 8022 7387,"£650,000 ",Savills - St John's Wood & Regent's Park,2 bedroom apartment for sale,https://www.onthemarket.com/details/10313831/
"Studdridge Street, Fulham, London, SW6",020 8022 6962,"£3,100,000 ",Savills - Fulham Parsons Green,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10503057/
"Worple Street, London, SW14",020 8022 6238,"£975,000 ",Savills - East Sheen,2 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10178935/
"Station Road, Edgware",020 8115 3765,"£230,000 ",Benjamin Stevens Estate Agents - Edgware,2 bedroom flat for sale,https://www.onthemarket.com/details/10503054/
"Chatsworth House, One Tower Bridge, Duchess Walk, London, SE1",020 8022 6242,"£1,200,000 ",Savills - Waterfront,2 bedroom apartment for sale,https://www.onthemarket.com/details/10503044/
"Denmark Road, Twickenham, TW2",020 8022 6734,"£540,000 ",Savills - Richmond,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10503043/
"Dymock Street, London, SW6",020 8022 7355,"£1,200,000 ",Savills - Fulham Bishops Park,3 bedroom terraced house for sale,https://www.onthemarket.com/details/9561282/
"Ravenna Road, Putney, London, SW15",020 8022 6821,"£4,695,000 ",Savills - Putney,6 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10503042/
"Marville Road, Fulham, London, SW6",020 8022 7355,"£1,700,000 ",Savills - Fulham Bishops Park,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10503033/
"Kimbell Gardens, London, SW6",020 8022 7355,"£1,295,000 ",Savills - Fulham Bishops Park,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10503029/
"Worple Road, West Wimbledon, London",020 8128 1720,"£400,000 ",Fuller Gilbert & Company - Raynes Park,2 bedroom apartment for sale,https://www.onthemarket.com/details/10118257/
"Margravine Gardens, London, W6",020 8022 7355,"£1,895,000 ",Savills - Fulham Bishops Park,5 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10503026/
"Rokeby Place, Wimbledon, SW20",020 8128 1720,"£1,825,000 ",Fuller Gilbert & Company - Raynes Park,4 bedroom house for sale,https://www.onthemarket.com/details/10503023/
"Hurst Road, Sidcup",020 3641 5241,"£650,000 ",William Theakston Estate Agents - Bexleyheath,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10341124/
"Grange Road, London, W5",020 8022 5967,"£750,000 ",Savills - Ealing,3 bedroom apartment for sale,https://www.onthemarket.com/details/10503015/
"Langland Gardens, Hampstead NW3",020 8022 6995,"£6,500,000 ",TK International - Hampstead,6 bedroom house for sale,https://www.onthemarket.com/details/10275570/
"Friars Way, London, W3",020 8022 5967,"£1,200,000 ",Savills - Ealing,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10503012/
"Dryden Building, 37 Commercial Road, London, E1",020 8022 7306,"£575,000 ",Savills - Wapping,2 bedroom apartment for sale,https://www.onthemarket.com/details/10502988/
"Cleveland Square, London, W2",020 8022 6946,"£2,450,000 ",Savills - Notting Hill,4 bedroom apartment for sale,https://www.onthemarket.com/details/10502985/
"Masefield Court, 111C Shirland Road, London, W9",020 8022 0755,"£1,250,000 ",Savills - Maida Vale & Little Venice,3 bedroom apartment for sale,https://www.onthemarket.com/details/10224336/
"Franche Court Road, London, SW17",020 8022 6523,"£1,200,000 ",Savills - Wandsworth,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10502963/
"Huguenot Place, London, SW18",020 8022 6523,"£650,000 ",Savills - Wandsworth,2 bedroom apartment for sale,https://www.onthemarket.com/details/10502962/
"Kensington Square, London, W8",020 8022 7347,"£8,150,000 ",Savills - Kensington,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10502941/
"Connington Crescent, London",01992 273578,"£500,000 ",Butler & Stag - Theydon Bois,3 bedroom house for sale,https://www.onthemarket.com/details/10354282/
"Vallance Road, London",020 3641 3316,"£425,000 ",Butler & Stag - Bow,2 bedroom flat for sale,https://www.onthemarket.com/details/10502873/
"Mace Street, London",020 3641 3316,"£250,000 ",Butler & Stag - Bow,Studio for sale,https://www.onthemarket.com/details/10309482/
"Wellington Row, London",020 3641 3316,"£1,100,000 ",Butler & Stag - Bow,3 bedroom house for sale,https://www.onthemarket.com/details/10436096/
"Cumberland Mansions, West End Lane",020 8022 6992,"£950,000 ",Parkheath - West Hampstead,3 bedroom flat for sale,https://www.onthemarket.com/details/10502858/
"Westbere Road, West Hampstead NW2",020 8022 6992,"£825,000 ",Parkheath - West Hampstead,3 bedroom flat for sale,https://www.onthemarket.com/details/10240699/
"Colston Road, East Sheen, SW14",020 8022 6522,"£1,095,000 ",James Anderson - East Sheen,5 bedroom townhouse for sale,https://www.onthemarket.com/details/10502840/
Eleanor Road E15,020 3641 4865,"£350,000 ",Wolbrook James - Newham,1 bedroom apartment for sale,https://www.onthemarket.com/details/10470661/
"The Gallop, South Sutton",020 8022 6736,"£1,050,000 ",Christies Estate Agents - Cheam,3 bedroom detached bungalow for sale,https://www.onthemarket.com/details/10502802/
"Popes Avenue, Twickenham",020 8033 5517,"£599,000 ",Chase Buchanan - Twickenham Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10502776/
"Seymour Gardens, Twickenham",020 8033 5517,"£1,795,999 ",Chase Buchanan - Twickenham Sales,5 bedroom detached house for sale,https://www.onthemarket.com/details/10502772/
"Kingsleigh Close, Brentford",020 8033 5864,"£700,000 ",Thorgills - Brentford,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10502770/
"Ormande Rise, Buckhurst Hill, Essex",020 8033 5090,"£800,000 ",Churchill Estates - Buckhust Hill,2 bedroom detached bungalow for sale,https://www.onthemarket.com/details/10502768/
"North End, Buckhurst Hill, Essex",020 8033 5090,"£499,995 ",Churchill Estates - Buckhust Hill,2 bedroom character property for sale,https://www.onthemarket.com/details/10502767/
"Warwick Road, Edmonton, London N18",020 8115 0202,"£450,000 ",Anthony Webb Estate Agents - Palmers Green,2 bedroom house for sale,https://www.onthemarket.com/details/10502758/
"Audley Road, Ealing, W5",020 8115 2163,"£1,695,950 ",Helliwell & Co - Ealing,6 bedroom detached house for sale,https://www.onthemarket.com/details/7788298/
"Ernest Street, London",020 8115 2905,"£350,000 ",Elms Estates - Bethnal Green,2 bedroom flat for sale,https://www.onthemarket.com/details/10056730/
"Barrowgate Road, Central Chiswick, W4",020 3641 1528,"£750,000 ",Harpers of Chiswick - Chiswick,2 bedroom apartment for sale,https://www.onthemarket.com/details/10137044/
"Wragby Road, Leytonstone",020 8115 2075,"£360,000 ",David Daniels - Stratford,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10502705/
"Princes Avenue, Finchley, London, N3",020 8115 1740,"£450,000 ",Squires Estates - Finchley,2 bedroom flat for sale,https://www.onthemarket.com/details/10370337/
"Princes Avenue, Finchley, London, N3",020 8115 1740,"£600,000 ",Squires Estates - Finchley,3 bedroom flat for sale,https://www.onthemarket.com/details/10370334/
"Silver Birch Close, Friern Barnet, London, N11",020 8115 1740,"£265,000 ",Squires Estates - Finchley,1 bedroom flat for sale,https://www.onthemarket.com/details/10502669/
"Campana Road, London",020 8022 9992,"£1,650,000 ",Brik - Fulham,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10502660/
"Broughton Road, London",020 8022 9992,"£425,000 ",Brik - Fulham,1 bedroom maisonette for sale,https://www.onthemarket.com/details/8817125/
"Stuart Road, Wimbledon Park",020 8115 1580,"£1,325,000 ",Burlington - Wimbledon Park,5 bedroom house for sale,https://www.onthemarket.com/details/10502587/
"2 Bedroom Garden  Flat For Sale Heysham Road, N15",020 3641 1207,"£500,000 ",Easy Properties London - Green Lanes,2 bedroom flat for sale,https://www.onthemarket.com/details/10502578/
"Tabor Road, London W6",020 8022 7250,"£1,625,000 ",Finlay Brewer - Brook Green & Hammersmith,3 bedroom house for sale,https://www.onthemarket.com/details/10502577/
"Coombe Lane West, Kingston-upon-Thames",01483 665420,"£2,150,000 ",house. Partnership - London and Country,5 bedroom detached house for sale,https://www.onthemarket.com/details/10502561/
"Willow Road, Belsize Park",020 8115 9597,"£1,000,000 ",Wayne & Silver - Hampstead,2 bedroom flat for sale,https://www.onthemarket.com/details/10502540/
"Bell Street, London",020 8115 1536,"£500,000 ",Anthony Martin Estate Agents - Bexleyheath,4 bedroom townhouse for sale,https://www.onthemarket.com/details/10268381/
"Kensington Court, Kensington, London",020 3544 5257,"£1,700,000 ",Moveli - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/10246199/
Davisville Road W12,020 8022 6834,"£1,495,000 ",Philip Wooller - Shepherd's Bush and Hammersmith,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10419747/
"Bell Street, London",020 8115 1536,"£500,000 ",Anthony Martin Estate Agents - Bexleyheath,4 bedroom townhouse for sale,https://www.onthemarket.com/details/10268381/
"Kensington Court, Kensington, London",020 3544 5257,"£1,700,000 ",Moveli - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/10246199/
"Dover Park Drive, Putney, SW15",020 8128 9357,"£3,175,000 ",Warren Property - Putney,6 bedroom detached house for sale,https://www.onthemarket.com/details/10502529/
"Russell Road, London",020 8115 8016,"£475,000 ",Kings Group - South Chingford,3 bedroom house for sale,https://www.onthemarket.com/details/10502526/
"Cobham Close, Enfield",020 8115 2861,"£330,000 ",Kings Group - Enfield Town,2 bedroom flat for sale,https://www.onthemarket.com/details/10502488/
"Old Ruislip Road, Northolt UB5",020 8033 0013,"£650,000 ",Move Inn Estates - Southall,4 bedroom detached house for sale,https://www.onthemarket.com/details/10502487/
"South Ordnance Road, Enfield, EN3",020 8115 2863,"£575,000 ",Kings Group - Enfield Highway,3 bedroom cottage for sale,https://www.onthemarket.com/details/9762451/
"Lancaster Road, South Norwood",020 8115 1059,"£245,000 ",Home Castle Estate Agents - South Norwood,1 bedroom flat for sale,https://www.onthemarket.com/details/10347158/
"Clissold Crescent, N16",020 3641 3289,"£1,800,000 ",Oakwood - Stoke Newington,5 bedroom house for sale,https://www.onthemarket.com/details/10502448/
"Visage Apartments, London, NW3",020 8115 0361,"£875,000 ",Hanover - St Johns Wood,2 bedroom flat for sale,https://www.onthemarket.com/details/10385118/
"Isledon Road, Holloway",020 8115 0953,"£375,000 ",Davies & Davies Estate Agents - Stroud Green,1 bedroom flat for sale,https://www.onthemarket.com/details/10502404/
"Golders Court, NW11",020 8115 2006,"£525,000 ",Hausman & Holmes - London,3 bedroom flat for sale,https://www.onthemarket.com/details/10502399/
"Lea Court, North Chingford, London",020 8033 5089,"£275,000 ",Churchill Estates - North Chingford,1 bedroom flat for sale,https://www.onthemarket.com/details/10502394/
"Woods House, Grosvenor Waterside, 7 Gatliff Road, SW1W",020 8022 6897,"£175,000 ",Garton Jones - Chelsea & Belgravia,1 bedroom flat for sale,https://www.onthemarket.com/details/10502390/
"Woods House, Grosvenor Waterside, 7 Gatliff Road, SW1W",020 8022 6897,"£500,000 ",Garton Jones - Chelsea & Belgravia,1 bedroom flat for sale,https://www.onthemarket.com/details/10502389/
"Burnham Drive, Worcester Park",01372 434694,"£600,000 ",Kaybridge Residential - Epsom,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9903494/
"Lawrie Park Road, Sydenham",020 8033 4441,"£375,000 ",Property World - Sydenham,2 bedroom flat for sale,https://www.onthemarket.com/details/10502344/
"Collingtree Road, Sydenham",020 8033 4441,"£450,000 ",Property World - Sydenham,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10502341/
"Bridgman Road, London, W4",020 8115 3046,"£569,000 ",Whitman and Co - Chiswick,2 bedroom flat for sale,https://www.onthemarket.com/details/10376326/
"Woodville Road, New Barnet, Hertfordshire",020 8022 6649,"£675,000 ",Statons - Barnet,4 bedroom house for sale,https://www.onthemarket.com/details/8059716/
"Union Street, High Barnet, Hertfordshire",020 8022 6649,"£675,000 ",Statons - Barnet,2 bedroom house for sale,https://www.onthemarket.com/details/10502297/
"Sambroke Square, New Barnet, Hertfordshire",020 8022 6649,"£415,000 ",Statons - Barnet,2 bedroom flat for sale,https://www.onthemarket.com/details/10436611/
"The Bishops Avenue, London, N2",020 8022 6929,"£3,795,000 ",Arlington Residential - St Johns Wood,2 bedroom flat for sale,https://www.onthemarket.com/details/10240670/
Sandy Hill Road London SE18,020 8033 3061,"£465,000 ",John Payne - Woolwich,2 bedroom flat for sale,https://www.onthemarket.com/details/8966484/
"Four5Two Finchley Road, NW11",020 8022 6656,"£1,400,000 ",Glentree Estates - London,3 bedroom apartment for sale,https://www.onthemarket.com/details/7105562/
"49 The Bishops Avenue, N2",020 8022 6656,"£3,795,000 ",Glentree Estates - London,3 bedroom apartment for sale,https://www.onthemarket.com/details/10268485/
"Middleway, NW11",020 8022 6656,"£3,000,000 ",Glentree Estates - London,5 bedroom detached house for sale,https://www.onthemarket.com/details/10502217/
"Meadway, High Barnet",020 8128 9406,"£750,000 ",Archers Estate Agents - Barnet,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10502183/
"Park Road, High Barnet, Barnet",020 8128 9406,"£950,000 ",Archers Estate Agents - Barnet,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10502182/
"Camberwell Grove, Camberwell, SE5",020 8033 0163,"£1,000,000 ",Wooster & Stock - London,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10502176/
"Peckham Grove, Peckham, SE15",020 8033 0163,"£425,000 ",Wooster & Stock - London,1 bedroom flat for sale,https://www.onthemarket.com/details/10502175/
"Hubert Grove, Clapham, London",020 8022 7021,"£475,000 ",Aspire - Clapham High Street,2 bedroom flat for sale,https://www.onthemarket.com/details/9843041/
"Gauden Road, Clapham, London",020 8022 7021,"£475,000 ",Aspire - Clapham High Street,2 bedroom flat for sale,https://www.onthemarket.com/details/10400709/
"Kingswood Road, Brixton",020 8022 7021,"£600,000 ",Aspire - Clapham High Street,3 bedroom flat for sale,https://www.onthemarket.com/details/10420920/
"Watermans Square, Penge, London",020 8033 4443,"£500,000 ",Property World - Penge,2 bedroom house for sale,https://www.onthemarket.com/details/10502131/
"St. Catherines Close, Raynes Park, West Wimbledon, SW20",020 3641 3577,"£300,000 ",Homesforte - London,1 bedroom flat for sale,https://www.onthemarket.com/details/9960751/
"Carysfort Road, N8",020 8033 5038,"£625,000 ",Castles Estate Agents - Crouch End,3 bedroom apartment for sale,https://www.onthemarket.com/details/10200325/
"Maple Grove, South Ealing",020 8115 3267,"£450,000 ",Homesearch - South Ealing,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10501994/
"Sandhurst Road, Edmonton, N9",020 8033 5037,"£269,950 ",Castles Estate Agents - Edmonton,2 bedroom property for sale,https://www.onthemarket.com/details/10501993/
"High Street, Enfield, EN3",020 8033 5037,"£414,950 ",Castles Estate Agents - Edmonton,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10501992/
"Claremont Road, Surbiton, KT6",020 8033 5243,"£485,000 ",Ivy Gate - Kingston,3 bedroom apartment for sale,https://www.onthemarket.com/details/10501932/
"Thorncroft, Hornchurch, RM11",01708 954918,"£700,000 ",Chalk Street Estates - Hornchurch,4 bedroom detached house for sale,https://www.onthemarket.com/details/9129616/
"Rose Court, Dolphin Approach, Romford, RM1",01708 954918,"£250,000 ",Chalk Street Estates - Hornchurch,1 bedroom retirement property for sale,https://www.onthemarket.com/details/10501887/
"Heather Way, Romford, RM1",01708 954918,"£400,000 ",Chalk Street Estates - Hornchurch,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10501886/
"Wray Close, Hornchurch, RM11",01708 954918,"£425,000 ",Chalk Street Estates - Hornchurch,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10501885/
"Cumberland Close, Hornchurch, RM12",01708 954918,"£450,000 ",Chalk Street Estates - Hornchurch,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10501884/
"Guardian Close, Hornchurch, RM11",01708 954918,"£475,000 ",Chalk Street Estates - Hornchurch,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10501883/
"Victor Road, London, NW10",020 8022 6652,"£800,000 ",Ellis & Co - Willesden Green,3 bedroom terraced house for sale,https://www.onthemarket.com/details/9259264/
"Normanton Road, South Croydon",020 8115 0897,"£250,000 ",Folklands - Croydon,1 bedroom apartment for sale,https://www.onthemarket.com/details/10165011/
"Brindley Way, Southall",020 8115 2632,"£695,000 ",Brian Cox Estate Agents - Northolt,4 bedroom detached house for sale,https://www.onthemarket.com/details/10501866/
"Brindley Way, Southall",020 8115 2632,"£595,000 ",Brian Cox Estate Agents - Northolt,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10501865/
"Dehavilland Close, Northolt, UB5",020 8115 2632,"£225,000 ",Brian Cox Estate Agents - Northolt,1 bedroom flat for sale,https://www.onthemarket.com/details/9152615/
"Abbey Avenue, Wembley",020 8166 5286,"£500,000 ",Brian Cox Estate Agents - Sudbury Hill,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10501864/
"De Quincey Road, London, N17",020 8115 1479,"£375,000 ",Fromes Estate Agents - Wood Green,2 bedroom apartment for sale,https://www.onthemarket.com/details/10179119/
"Bushell Close, Streatham, London, SW2",020 8033 7453,"£350,000 ",Townends Estate Agents - Streatham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10242245/
"Elm Close, North Harrow",020 8022 2527,"£699,950 ",Brian Cox Estate Agents - North Harrow,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9837969/
"Crystal Palace Road, London, SE22",020 3641 8830,"£475,000 ",Sold.co.uk - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501847/
"Kersey Drive, Selsdon Ridge, Surrey",020 8022 6740,"£750,000 ",Pollard Machin - Sanderstead,5 bedroom detached house for sale,https://www.onthemarket.com/details/10501841/
"Florence Road, Sanderstead, Surrey",020 8022 6740,"£700,000 ",Pollard Machin - Sanderstead,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9344592/
"Westbourne Road, Islington, London, N7",020 8022 7236,"£875,000 ",Winkworth - Islington,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10501794/
"Mirabel Road, London, SW6",020 8022 6957,"£650,000 ",Winkworth - Fulham,2 bedroom apartment for sale,https://www.onthemarket.com/details/8408647/
"Upland Road, East Dulwich, London, SE22",020 8022 7080,"£1,250,000 ",Winkworth - Dulwich,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10501790/
"Oakhurst Grove, East Dulwich, London, SE22",020 8022 7080,"£500,000 ",Winkworth - Dulwich,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501789/
"Barry Road, East Dulwich, London, SE22",020 8022 7080,"£375,000 ",Winkworth - Dulwich,1 bedroom apartment for sale,https://www.onthemarket.com/details/10274998/
"Wharton Street, London, WC1X",020 8022 6256,"£900,000 ",Winkworth - Clerkenwell,2 bedroom apartment for sale,https://www.onthemarket.com/details/10147651/
"Parliament View Apartments, 1 Albert Embankment, London",020 3641 9206,"£499,950 ","Prime London, Central and Riverside - London",1 bedroom apartment for sale,https://www.onthemarket.com/details/10501784/
"Blenheim Gardens, London",020 3641 9683,"£1,425,000 ",Unique Property Company - London,1 bedroom terraced house for sale,https://www.onthemarket.com/details/9798817/
"Sewardstonebury, Woodman Lane, North Chingford",020 8115 2945,"£1,500,000 ",Lloyds Residential Property Services - Woodford Green,4 bedroom detached house for sale,https://www.onthemarket.com/details/10501770/
"Chelsea Manor Street, London",020 8022 7183,"£5,500,000 ",Strutt & Parker - Sloane Street Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10307421/
"Palace Gardens Terrace, Kensington",020 8022 7045,"£1,295,000 ",Strutt & Parker - London Kensington Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/8289053/
"Lauriston Road, Hackney, London, E9",020 8022 6692,"£1,050,000 ",Keatons - Hackney,3 bedroom flat for sale,https://www.onthemarket.com/details/10453149/
"Woodhurst Road, Acton, W3",020 8022 6608,"£475,000 ",Rolfe East - Acton,2 bedroom flat for sale,https://www.onthemarket.com/details/9877277/
"Grove Court, Walton Road, East Molesey",020 8115 1781,"£400,000 ",Domains - East Molesey,2 bedroom ground floor maisonette for sale,https://www.onthemarket.com/details/10327449/
"Arundel Avenue, Sanderstead, South Croydon, Surrey, CR2 8BH",020 8022 6321,"£755,000 ",Hubbard Torlot - Sanderstead,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9156464/
"Clifton Place, Sussex Square, Hyde Park Estate, London, W2 2SN",020 3551 4980,"£1,300,000 ",Astons London - Paddington,3 bedroom flat for sale,https://www.onthemarket.com/details/9926918/
"The Glade, Croydon, CR0",020 8115 7596,"£575,000 ",99home - Wembley,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10501720/
"Broke Farm Drive, Pratts Bottom, Orpington, BR6 7SH",01689 326825,"£875,000 ",Linay & Shipp - Orpington,3 bedroom detached house for sale,https://www.onthemarket.com/details/10501703/
"Lewis House, 224 Beulah Road, Upper Norwood, London, SE19",01273 083816,"£500,000 ",Mishon Welton - Hove,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501696/
"Lewis House, 224 Beulah Road, Upper Norwood, London, SE19",01273 083816,"£450,000 ",Mishon Welton - Hove,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501695/
"Lewis House, 224 Beulah Road, Upper Norwood, London, SE19",01273 083816,"£490,000 ",Mishon Welton - Hove,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501694/
"Lewis House, 224 Beulah Hill, Upper Norwood, London, SE19",01273 083816,"£491,000 ",Mishon Welton - Hove,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501693/
"Lewis House,, 224 Beulah Hill, Upper Norwood, London, SE19",01273 083816,"£499,000 ",Mishon Welton - Hove,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501692/
"Atwood House,, 2A Addington Road, Sanderstead, Surrey, CR2",01273 083816,"£540,000 ",Mishon Welton - Hove,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501686/
"Atwood House, 2A Addington Road, Sanderstead, Surrey, CR2",01273 083816,"£424,000 ",Mishon Welton - Hove,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501685/
"Buckland Crescent , Belsize Park",020 8128 2043,"£1,295,000 ",Heywoods Estate Agents - Belsize Village,2 bedroom flat for sale,https://www.onthemarket.com/details/5092325/
"Courtenay Road, Walthamstow , London",020 8115 1662,"£260,000 ",Lifestyle Property Agents - Walthamstow,1 bedroom flat for sale,https://www.onthemarket.com/details/10501576/
"St. Cyprians Street, London, SW17",020 8022 6806,"£795,000 ",Winkworth - Tooting,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10501568/
"Fernthorpe Road, London, SW16",020 8022 6806,"£425,000 ",Winkworth - Tooting,3 bedroom maisonette for sale,https://www.onthemarket.com/details/9533048/
"Embankment, Putney, London, SW15",020 8022 6828,"£1,200,000 ",Winkworth - Putney,3 bedroom flat for sale,https://www.onthemarket.com/details/10501558/
"Bickersteth Road, London, SW17",020 8022 6806,"£975,000 ",Winkworth - Tooting,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10501554/
"Durban Road, West Norwood, London, SE27",020 8022 6748,"£475,000 ",Winkworth - West Norwood,2 bedroom flat for sale,https://www.onthemarket.com/details/10403308/
"Knollys Road, West Norwood, London, SW16",020 8022 6748,"£550,000 ",Winkworth - West Norwood,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10501536/
"Bloomfield Road, Highgate Village, N6",020 8022 7121,"£550,000 ",Litchfields - Highgate,2 bedroom apartment for sale,https://www.onthemarket.com/details/10301130/
"Broadfields, Broadhurst Gardens, NW6",020 8022 6912,"£450,000 ",Paramount - West Hampstead,2 bedroom flat for sale,https://www.onthemarket.com/details/10501505/
"Kilburn High Road, London, NW6",020 8033 3078,"£520,000 ",Jaffe Properties - West Hampstead,2 bedroom apartment for sale,https://www.onthemarket.com/details/10383793/
"St Saviours Court, Harrow HA1",020 3641 4865,"£300,000 ",Wolbrook James - Newham,1 bedroom flat for sale,https://www.onthemarket.com/details/10255903/
"Kilburn High Road, London, NW6",020 8033 3078,"£520,000 ",Jaffe Properties - West Hampstead,2 bedroom apartment for sale,https://www.onthemarket.com/details/10383793/
"Hastings Road, Ealing , London, W13",020 8115 6707,"£425,000 ",Orchards of London - Ealing,1 bedroom property for sale,https://www.onthemarket.com/details/10501482/
"Kavanaghs Road, Brentwood, CM14",01277 298744,"£240,000 ",The Home Partnership - Brentwood,2 bedroom flat for sale,https://www.onthemarket.com/details/9204873/
"Lowry Crescent, Mitcham, CR4",020 8033 3173,"£250,000 ",Truuli - Croydon,1 bedroom flat for sale,https://www.onthemarket.com/details/10420128/
"147 Albert Road, London, E16",020 8033 5567,"£250,000 ",Samuel King Estate Agents - Canning Town,2 bedroom flat for sale,https://www.onthemarket.com/details/10501459/
"Haberdasher Street, London, N1",020 8033 1853,"£1,750,000 ",TBA Property - Arnold Circus,4 bedroom townhouse for sale,https://www.onthemarket.com/details/10501453/
"Magdalene House, Manor Fields, Putney",020 3641 7154,"£700,000 ",Lets Find A Home - Wandsworth,3 bedroom flat for sale,https://www.onthemarket.com/details/10439641/
Walterton Road - Private roof terrace,020 7768 0599,"£699,950 ",Ashley Milton - London,2 bedroom flat for sale,https://www.onthemarket.com/details/10301142/
"Collinwood Gardens, CLAYHALL, IG5",020 8033 9786,"£675,000 ",Payne & Co - Ilford,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10501441/
"Glentworth Street, London",020 7768 0599,"£1,250,000 ",Ashley Milton - London,3 bedroom apartment for sale,https://www.onthemarket.com/details/10333133/
"Hampton Court Road, East Molesey, KT8 9BD",020 8022 4250,"£415,000 ",Latimer - Kingston,1 bedroom flat for sale,https://www.onthemarket.com/details/10501422/
